Source,Abbreviation,Content,Rating,,,,
Report Trade Violation,RTV,السلام عليكم  حبيت أقدم إقتراح لبرنامجكم للجوالات ولي هو وضع تقرير للي حصل للبلاغ فمثلا أن المحل أغلق أو غرم بمبلغ كذا أو حتى صور لعملية التدوين ونتائجها.,5,السلام عليكم حبيت اقدم اقتراح لبرنامجكم للجوالات ولي هو وضع تقرير للي حصل للبلاغ فمثلا ان المحل اغلق او غرم بمبلغ كذا او حتى صور لعمليه التدوين ونتائجها,سلام حب اقدم اقتراح برنامج جوال ولي وضع تقرير حصل بلاغ محل اغلق غرم مبلغ صوره عمل تدوين نتيجه,ar,ال+سلام علي+كم حبي+ت أقدم اقتراح ل+برنامج+كم ل+ال+جوال+ات ولي هو وضع تقرير ل+لي حصل ل+ال+بلاغ ف+مثل+ا ان ال+محل اغلق أو غرم ب+مبلغ كذا أو حتى صور ل+عملي+ه ال+تدوين و+نتائج+ها
Report Trade Violation,RTV,الصراحه التطبيق جداً ممتاز وسهل الإستخدام انصح كل مواطن سعودي بتثبيته,5,الصراحه التطبيق جدا ممتاز وسهل الاستخدام انصح كل مواطن سعودي بتثبيته,صراحه تطبيق جد ممتاز سهل استخدام انصح مواطن سعودي تثبيت,ar,ال+صراحه ال+تطبيق جد+ا ممتاز و+سهل ال+استخدام انصح كل مواطن سعودي ب+تثبيت+ه
Report Trade Violation,RTV,القهر ان التطبيق قليل اللي يعرفونه,5,القهر ان التطبيق قليل اللي يعرفونه,قهر تطبيق قليل عرف,ar,ال+قهر ان ال+تطبيق قليل اللي يعرف+ون+ه
Report Trade Violation,RTV,الوزارة تتفاعل بسرعة وبكل حزم,5,الوزاره تتفاعل بسرعه وبكل حزم,وزاره تفاعل سرع حزم,ar,ال+وزاره تتفاعل ب+سرع+ه و+ب+كل حزم
Report Trade Violation,RTV,"اليوم قدمت شكوى عبرالبرنامج علي احدىالشركات فكان التجاوب اكثر من رائع ...شكراً من الأعماق,",5,اليوم قدمت شكوى عبرالبرنامج علي احدىالشركات فكان التجاوب اكثر من رائع شكرا من الاعماق,قدم شكوى عبرالبرنامج علي احدىالشركات تجاوب اكثر رائع شكر اعماق,ar,ال+يوم قدم+ت شكوى عبرالبرنامج علي احدىالشركات ف+كان ال+تجاوب أكثر من رائع شكر+ا من ال+اعماق
Report Trade Violation,RTV,انا مجرب وتم التفاعل معي باسرع وقت لنتعاون لمحاربة جشع التجار ,5,انا مجرب وتم التفاعل معي باسرع وقت لنتعاون لمحاربه جشع التجار,مجرب تفاعل اسرع وقت تعاون محارب جشع تاجر,ar,أنا مجرب و+تم ال+تفاعل مع+ي ب+اسرع وقت ل+نتعاون ل+محارب+ه جشع ال+تجار
Report Trade Violation,RTV,اول اشكر وزارة التجارة على تجاوبهم السريع ب استرجاع مبلغي  من محل الله لا يوفقه نصاب بايع لي جوال مجدد وفوق كذا سعره غير عن المتاجر الثانيه اشكركم يارجال وزارة التجارة وشكرا خاص للامير محمد بن سلمان الي يحفظ حقوق شعبه الله يوفقه اميرنا 🖤  وشكر خاص لوزارة التجارة والمراقب,5,اول اشكر وزاره التجاره على تجاوبهم السريع ب استرجاع مبلغي من محل الله لا يوفقه نصاب بايع لي جوال مجدد وفوق كذا سعره غير عن المتاجر الثانيه اشكركم يارجال وزاره التجاره وشكرا خاص للامير محمد بن سلمان الي يحفظ حقوق شعبه الله يوفقه اميرنا وشكر خاص لوزاره التجاره والمراقب,اول اشكر زار تاجر تجاوب سريع استرجاع مبلغ محل الله لا وفق نصاب بايع جوال مجدد فوق سعر غير متجر ثاني شكر يارجال زار تاجر شكر خاص امير محمد ابن سلمان الي حفظ حق شعب الله وفق امير شكر خاص زار تاجر مراقب,ar,أول أشكر و+زار+ه ال+تجاره على تجاوب+هم ال+سريع ب استرجاع مبلغ+ي من محل الله لا يوفق+ه نصاب بايع لي جوال مجدد و+فوق كذا سعر+ه غير عن ال+متاجر الثاني+ه أشكر+كم يارجال و+زار+ه ال+تجاره و+شكر+ا خاص ل+ال+أمير محمد بن سلمان الي يحفظ حقوق شعب+ه الله يوفق+ه امير+نا و+شكر خاص ل+وزار+ه ال+تجاره و+ال+مراقب
Report Trade Violation,RTV,أحيي صاحب الفكرة ... وأحيي العاملين عليها ... هذه هي الحضارة بعينها. لقد حصل معي حادثة غش تجاري ... وقمت من باب التجربة باستخدام البرنامج .وقد كنت اشك بانه سيعمل . ولكن التجاوب كان سريعا والحمد لله. كما انهم تابعوا الموضوع أكثر مني,5,احيي صاحب الفكره واحيي العاملين عليها هذه هي الحضاره بعينها لقد حصل معي حادثه غش تجاري وقمت من باب التجربه باستخدام البرنامج وقد كنت اشك بانه سيعمل ولكن التجاوب كان سريعا والحمد لله كما انهم تابعوا الموضوع اكثر مني,احيي صاحب فكر احيي عامل حضاره حصل حادث غش تجاري باب جرب استخدام برنامج اشك عمل تجاوب سريع حمد الله تابع موضوع اكثر,ar,احيي صاحب ال+فكره و+احيي ال+عامل+ين علي+ها هذه هي ال+حضاره ب+عين+ها لقد حصل مع+ي حادث+ه غش تجاري و+قم+ت من باب ال+تجربه ب+استخدام ال+برنامج و+قد كن+ت أشك ب+أن+ه س+يعمل و+لكن ال+تجاوب كان سريع+ا و+ال+حمد ل+الله كما ان+هم تابع+وا ال+موضوع أكثر من+ي
Report Trade Violation,RTV,أفضل وزارة بدون منازع .. احط بلاغ من هنا يجيني اتصال في نفس اليوم ويتابعوا معاك,5,افضل وزاره بدون منازع احط بلاغ من هنا يجيني اتصال في نفس اليوم ويتابعوا معاك,افضل زار منازع احط بلاغ يجيني اتصال تابع معا,ar,أفضل و+زار+ه ب+دون منازع احط بلاغ من هنا يجيني اتصال في نفس ال+يوم و+يتابع+وا معا+ك
Report Trade Violation,RTV,أنصح الجميع باستخدامه...والله جزء بسيط جدا من حقوقنا المهدرة.. ابداع يا وزارة التجارة..بالنسبة لي قدمت بلاغ ارتفاع أسعار عن طريق التطبيق و تم الاتصال بي في غضون ساعتين فقط و عمل اللازم..,5,انصح الجميع باستخدامهوالله جزء بسيط جدا من حقوقنا المهدره ابداع يا وزاره التجارهبالنسبه لي قدمت بلاغ ارتفاع اسعار عن طريق التطبيق و تم الاتصال بي في غضون ساعتين فقط و عمل اللازم,انصح جميع باستخدامهوالله جزء بسيط جد حق مهدره ابداع يا زار تجارهبالنسبه قدم بلاغ ارتفاع اسعار طريق تطبيق اتصال غضن ساعه فقط عمل لازم,ar,انصح ال+جميع باستخدامهوالله جزء بسيط جد+ا من حقوق+نا ال+مهدره ابداع يا و+زار+ه ال+تجارهبالنسبه لي قدم+ت بلاغ ارتفاع أسعار عن طريق ال+تطبيق و تم ال+اتصال بي في غضون ساع+ت+ين فقط و عمل ال+لازم
Report Trade Violation,RTV,أول مره يصير تجاوب سريع بين المواطن والمسؤول عن طريق هذا التطبيق الرائع عقبال ما تتطور كل الوزارات إن شاء الله,5,اول مره يصير تجاوب سريع بين المواطن والمسؤول عن طريق هذا التطبيق الرائع عقبال ما تتطور كل الوزارات ان شاء الله,اول مر تجاوب سريع مواطن مسؤول طريق تطبيق رائع عقبال تطور وزاره شاء الله,ar,أول مر+ه يصير تجاوب سريع بين ال+مواطن و+ال+مسؤول عن طريق هذا ال+تطبيق ال+رائع عقبال ما تتطور كل ال+وزار+ات ان شاء الله
Report Trade Violation,RTV,إذا ما اشتغل البرنامج عندك روح الاعدادات وبعدين قفل خيارات المطورين وراح يشتغل بإذن الله,5,اذا ما اشتغل البرنامج عندك روح الاعدادات وبعدين قفل خيارات المطورين وراح يشتغل باذن الله,اذ اشتغل برنامج روح اعداد قفل خيار مطور راح اشتغل الله,ar,اذ+ا ما اشتغل ال+برنامج عند+ك روح ال+اعداد+ات و+بعد+ين قفل خيار+ات ال+مطور+ين و+راح يشتغل ب+إذن الله
Report Trade Violation,RTV,بالتوفيق ياوزارة التجارة البرنامج مفيد جدا وسهل الاستخدام اتمنى اضافة كامل المعلومات المتعلقة بحقوق المستهلك كمرجع لمعرفة الانظمة والشروط في المعاملات التجارية وتشكرون على هذا الجهد والبرنامج الرائع لتواصل مع الوزارة,5,بالتوفيق ياوزاره التجاره البرنامج مفيد جدا وسهل الاستخدام اتمنى اضافه كامل المعلومات المتعلقه بحقوق المستهلك كمرجع لمعرفه الانظمه والشروط في المعاملات التجاريه وتشكرون على هذا الجهد والبرنامج الرائع لتواصل مع الوزاره,توفيق ياوزاره تاجر برنامج مفيد جد سهل استخدام اتمنى اضاف كامل معلومه متعلق حق مستهلك مرجع معرف انظمه شرط معامله تجاريه شكر جهد برنامج رائع تواصل وزاره,ar,ب+ال+توفيق ياوزاره ال+تجاره ال+برنامج مفيد جد+ا و+سهل ال+استخدام أتمنى اضاف+ه كامل ال+معلوم+ات ال+متعلقه ب+حقوق ال+مستهلك ك+مرجع ل+معرف+ه ال+انظمه و+ال+شروط في ال+معامل+ات ال+تجاريه و+تشكر+ون على هذا ال+جهد و+ال+برنامج ال+رائع ل+تواصل مع ال+وزاره
